"iso3","country","year","dxp","gdppc","trade","inf","fdi","hipc","post_decision","post_completion","completion_year","decision_year","ln_relief"
"LAO","Lao PDR",2014,74.2873303911514,1981.03910900473,99.0597382933399,4.12924306873771,6.53385086120159,0,0,0,NA,NA,0
"LAO","Lao PDR",2015,83.3437474242682,2121.01339097363,85.798321703681,1.27735427102992,7.47075777292731,0,0,0,NA,NA,0
"LAO","Lao PDR",2016,88.8346384248363,2303.22156035363,75.0918909204124,1.59691227583204,5.87774436155716,0,0,0,NA,NA,0
"LAO","Lao PDR",2017,93.2218114749206,2432.43059478511,NA,0.825478607568026,9.87799160512334,0,0,0,NA,NA,0
"LAO","Lao PDR",2018,91.9320039908858,2545.1075420815,NA,2.04039266890201,7.4856486219066,0,0,0,NA,NA,0
"LAO","Lao PDR",2019,107.830507207668,2589.32081035237,NA,3.32255881256925,4.03149139231071,0,0,0,NA,NA,0
"LAO","Lao PDR",2020,114.458438862839,2583.77730696131,NA,5.10407262959919,5.09807193491087,0,0,0,NA,NA,0
"LAO","Lao PDR",2021,105.390103058838,2526.05105018529,NA,3.75562036658877,5.69344695957329,0,0,0,NA,NA,0
"LAO","Lao PDR",2022,129.23155614525,2046.40440255621,NA,22.9562225132056,4.69509225789707,0,0,0,NA,NA,0
"LSO","Lesotho",1990,41.3247523005544,329.563785157203,NA,11.6347569955818,2.76298171211478,0,0,0,NA,NA,0
"LSO","Lesotho",1991,41.4388183096375,382.291247739142,NA,17.6781002638523,1.13441336327666,0,0,0,NA,NA,0
"LSO","Lesotho",1992,40.7998959739558,443.624297195576,NA,17.2085201793721,1.00716319020597,0,0,0,NA,NA,0
